node_id,honest_trades,cheated_trades,packet_drops,active_steps,bft_responses,drop_rate,norm_drop_rate,is_honest
veh_51,0,0,0,1,0,0.0,0.0,1
veh_52,0,0,0,1,0,0.0,0.0,0
veh_53,0,0,0,1,0,0.0,0.0,1
veh_54,0,0,0,1,0,0.0,0.0,1
veh_55,0,0,0,1,0,0.0,0.0,1
veh_56,0,0,0,1,0,0.0,0.0,1
veh_57,0,0,0,1,0,0.0,0.0,0
veh_58,0,0,0,1,0,0.0,0.0,1
veh_59,0,0,0,1,0,0.0,0.0,1
veh_60,0,0,0,1,0,0.0,0.0,1
veh_61,0,0,0,1,0,0.0,0.0,1
veh_62,0,0,0,1,0,0.0,0.0,1
veh_63,0,0,0,1,0,0.0,0.0,1
veh_64,0,0,0,1,0,0.0,0.0,1
veh_65,0,0,0,1,0,0.0,0.0,1
veh_66,0,0,0,1,0,0.0,0.0,0
veh_67,0,0,0,1,0,0.0,0.0,1
veh_68,0,0,0,1,0,0.0,0.0,1
veh_69,0,0,0,1,0,0.0,0.0,1
veh_70,0,0,0,1,0,0.0,0.0,1
veh_71,0,0,0,1,0,0.0,0.0,0
veh_72,0,0,0,1,0,0.0,0.0,1
veh_73,0,0,0,1,0,0.0,0.0,1
veh_74,0,0,0,1,0,0.0,0.0,1
veh_75,0,0,0,1,0,0.0,0.0,1
veh_76,0,0,0,1,0,0.0,0.0,1
veh_77,0,0,0,1,0,0.0,0.0,1
veh_78,0,0,0,1,0,0.0,0.0,1
veh_79,0,0,0,1,0,0.0,0.0,0
veh_80,0,0,0,1,0,0.0,0.0,0
veh_81,0,0,0,1,0,0.0,0.0,1
veh_82,0,0,0,1,0,0.0,0.0,0
veh_83,0,0,0,1,0,0.0,0.0,1
veh_84,0,0,0,1,0,0.0,0.0,0
veh_85,0,0,0,1,0,0.0,0.0,1
veh_86,0,0,0,1,0,0.0,0.0,1
veh_87,0,0,0,1,0,0.0,0.0,1
veh_88,0,0,0,1,0,0.0,0.0,1
veh_89,0,0,0,1,0,0.0,0.0,0
veh_90,0,0,0,1,0,0.0,0.0,0
veh_91,0,0,0,1,0,0.0,0.0,1
veh_92,0,0,0,1,0,0.0,0.0,1
veh_93,0,0,0,1,0,0.0,0.0,1
veh_94,0,0,0,1,0,0.0,0.0,1
veh_95,0,0,0,1,0,0.0,0.0,1
veh_96,0,0,0,1,0,0.0,0.0,0
veh_97,0,0,0,1,0,0.0,0.0,0
veh_98,0,0,0,1,0,0.0,0.0,1
veh_99,0,0,0,1,0,0.0,0.0,0
veh_100,0,0,0,1,0,0.0,0.0,1
veh_101,0,0,0,1,0,0.0,0.0,1
veh_102,0,0,0,1,0,0.0,0.0,1
veh_103,0,0,0,1,0,0.0,0.0,1
veh_104,0,0,0,1,0,0.0,0.0,1
veh_105,0,0,0,1,0,0.0,0.0,0
veh_106,0,0,0,1,0,0.0,0.0,0
veh_107,0,0,0,1,0,0.0,0.0,1
veh_108,0,0,0,1,0,0.0,0.0,1
veh_109,0,0,0,1,0,0.0,0.0,1
veh_110,0,0,0,1,0,0.0,0.0,1
veh_111,0,0,0,1,0,0.0,0.0,1
veh_112,0,0,0,1,0,0.0,0.0,1
veh_113,0,0,0,1,0,0.0,0.0,1
veh_114,0,0,0,1,0,0.0,0.0,0
veh_115,0,0,0,1,0,0.0,0.0,0
veh_116,0,0,0,1,0,0.0,0.0,1
veh_117,0,0,0,1,0,0.0,0.0,1
veh_118,0,0,0,1,0,0.0,0.0,0
veh_119,0,0,0,1,0,0.0,0.0,1
veh_120,0,0,0,1,0,0.0,0.0,1
veh_121,0,0,0,1,0,0.0,0.0,1
veh_122,0,0,0,1,0,0.0,0.0,1
veh_123,0,0,0,1,0,0.0,0.0,1
veh_124,0,0,0,1,0,0.0,0.0,1
veh_125,0,0,0,1,0,0.0,0.0,1
veh_126,0,0,0,1,0,0.0,0.0,1
veh_127,0,0,0,1,0,0.0,0.0,1
veh_128,0,0,0,1,0,0.0,0.0,0
veh_129,0,0,0,1,0,0.0,0.0,1
veh_130,0,0,0,1,0,0.0,0.0,1
veh_131,0,0,0,1,0,0.0,0.0,1
veh_132,0,0,0,1,0,0.0,0.0,1
veh_133,0,0,0,1,0,0.0,0.0,1
veh_134,0,0,0,1,0,0.0,0.0,0
veh_135,0,0,0,1,0,0.0,0.0,1
veh_136,0,0,0,1,0,0.0,0.0,1
veh_137,0,0,0,1,0,0.0,0.0,1
veh_138,0,0,0,1,0,0.0,0.0,1
veh_139,0,0,0,1,0,0.0,0.0,1
veh_140,0,0,0,1,0,0.0,0.0,1
veh_141,0,0,0,1,0,0.0,0.0,0
veh_142,0,0,0,1,0,0.0,0.0,1
veh_143,0,0,0,1,0,0.0,0.0,1
veh_144,0,0,0,1,0,0.0,0.0,1
veh_145,0,0,0,1,0,0.0,0.0,1
veh_146,0,0,0,1,0,0.0,0.0,1
veh_147,0,0,0,1,0,0.0,0.0,0
veh_148,0,0,0,1,0,0.0,0.0,1
veh_149,0,0,0,1,0,0.0,0.0,1
veh_150,0,0,0,1,0,0.0,0.0,1
veh_151,0,0,0,1,0,0.0,0.0,1
veh_152,0,0,0,1,0,0.0,0.0,0
veh_153,0,0,0,1,0,0.0,0.0,1
veh_154,0,0,0,1,0,0.0,0.0,1
veh_155,0,0,0,1,0,0.0,0.0,1
veh_156,0,0,0,1,0,0.0,0.0,1
veh_157,0,0,0,1,0,0.0,0.0,0
veh_158,0,0,0,1,0,0.0,0.0,1
veh_159,0,0,0,1,0,0.0,0.0,1
veh_160,0,0,0,1,0,0.0,0.0,1
veh_161,0,0,0,1,0,0.0,0.0,1
veh_162,0,0,0,1,0,0.0,0.0,1
veh_163,0,0,0,1,0,0.0,0.0,1
veh_164,0,0,0,1,0,0.0,0.0,1
veh_165,0,0,0,1,0,0.0,0.0,1
veh_166,0,0,0,1,0,0.0,0.0,0
veh_167,0,0,0,1,0,0.0,0.0,1
veh_168,0,0,0,1,0,0.0,0.0,1
veh_169,0,0,0,1,0,0.0,0.0,1
veh_170,0,0,0,1,0,0.0,0.0,1
veh_171,0,0,0,1,0,0.0,0.0,1
veh_172,0,0,0,1,0,0.0,0.0,1
veh_173,0,0,0,1,0,0.0,0.0,1
veh_174,0,0,0,1,0,0.0,0.0,1
veh_175,0,0,0,1,0,0.0,0.0,1
veh_176,0,0,0,1,0,0.0,0.0,0
veh_177,0,0,0,1,0,0.0,0.0,1
veh_178,0,0,0,1,0,0.0,0.0,0
veh_179,0,0,0,1,0,0.0,0.0,0
veh_180,0,0,0,1,0,0.0,0.0,1
veh_181,0,0,0,1,0,0.0,0.0,1
veh_182,0,0,0,1,0,0.0,0.0,0
veh_183,0,0,0,1,0,0.0,0.0,1
veh_184,0,0,0,1,0,0.0,0.0,1
veh_185,0,0,0,1,0,0.0,0.0,1
veh_186,0,0,0,1,0,0.0,0.0,0
veh_187,0,0,0,1,0,0.0,0.0,1
veh_188,0,0,0,1,0,0.0,0.0,1
veh_189,0,0,0,1,0,0.0,0.0,1
veh_190,0,0,0,1,0,0.0,0.0,0
veh_191,0,0,0,1,0,0.0,0.0,1
veh_192,0,0,0,1,0,0.0,0.0,1
veh_193,0,0,0,1,0,0.0,0.0,0
veh_194,0,0,0,1,0,0.0,0.0,1
veh_195,0,0,0,1,0,0.0,0.0,1
veh_196,0,0,0,1,0,0.0,0.0,1
veh_197,0,0,0,1,0,0.0,0.0,1
veh_198,0,0,0,1,0,0.0,0.0,1
veh_199,0,0,0,1,0,0.0,0.0,1
veh_200,0,0,0,1,0,0.0,0.0,1
veh_201,0,0,0,1,0,0.0,0.0,1
veh_202,0,0,0,1,0,0.0,0.0,1
veh_203,0,0,0,1,0,0.0,0.0,1
veh_204,0,0,0,1,0,0.0,0.0,1
veh_205,0,0,0,1,0,0.0,0.0,1
veh_206,0,0,0,1,0,0.0,0.0,0
veh_207,0,0,0,1,0,0.0,0.0,1
veh_208,0,0,0,1,0,0.0,0.0,1
veh_209,0,0,0,1,0,0.0,0.0,0
veh_210,0,0,0,1,0,0.0,0.0,1
veh_211,0,0,0,1,0,0.0,0.0,1
veh_212,0,0,0,1,0,0.0,0.0,1
veh_213,0,0,0,1,0,0.0,0.0,0
veh_214,0,0,0,1,0,0.0,0.0,1
veh_215,0,0,0,1,0,0.0,0.0,1
veh_216,0,0,0,1,0,0.0,0.0,1
veh_217,0,0,0,1,0,0.0,0.0,1
veh_218,0,0,0,1,0,0.0,0.0,1
veh_219,0,0,0,1,0,0.0,0.0,1
veh_220,0,0,0,1,0,0.0,0.0,0
veh_221,0,0,0,1,0,0.0,0.0,1
veh_222,0,0,0,1,0,0.0,0.0,1
veh_223,0,0,0,1,0,0.0,0.0,1
veh_224,0,0,0,1,0,0.0,0.0,1
veh_225,0,0,0,1,0,0.0,0.0,1
veh_226,0,0,0,1,0,0.0,0.0,1
veh_227,0,0,0,1,0,0.0,0.0,1
veh_228,0,0,0,1,0,0.0,0.0,1
veh_229,0,0,0,1,0,0.0,0.0,1
veh_230,0,0,0,1,0,0.0,0.0,1
veh_231,0,0,0,1,0,0.0,0.0,1
veh_232,0,0,0,1,0,0.0,0.0,1
veh_233,0,0,0,1,0,0.0,0.0,0
veh_234,0,0,0,1,0,0.0,0.0,1
veh_235,0,0,0,1,0,0.0,0.0,1
veh_236,0,0,0,1,0,0.0,0.0,1
veh_237,0,0,0,1,0,0.0,0.0,1
veh_238,0,0,0,1,0,0.0,0.0,1
veh_239,0,0,0,1,0,0.0,0.0,1
veh_240,0,0,0,1,0,0.0,0.0,0
veh_241,0,0,0,1,0,0.0,0.0,1
veh_242,0,0,0,1,0,0.0,0.0,0
veh_243,0,0,0,1,0,0.0,0.0,1
veh_244,0,0,0,1,0,0.0,0.0,1
veh_245,0,0,0,1,0,0.0,0.0,1
veh_246,0,0,0,1,0,0.0,0.0,0
veh_247,0,0,0,1,0,0.0,0.0,1
veh_248,0,0,0,1,0,0.0,0.0,1
veh_249,0,0,0,1,0,0.0,0.0,1
veh_250,0,0,0,1,0,0.0,0.0,1
veh_251,0,0,0,1,0,0.0,0.0,1
veh_252,0,0,0,1,0,0.0,0.0,0
veh_253,0,0,0,1,0,0.0,0.0,1
veh_254,0,0,0,1,0,0.0,0.0,0
veh_255,0,0,0,1,0,0.0,0.0,1
veh_256,0,0,0,1,0,0.0,0.0,1
veh_257,0,0,0,1,0,0.0,0.0,0
veh_258,0,0,0,1,0,0.0,0.0,1
veh_259,0,0,0,1,0,0.0,0.0,1
veh_260,0,0,0,1,0,0.0,0.0,1
veh_261,0,0,0,1,0,0.0,0.0,1
veh_262,0,0,0,1,0,0.0,0.0,1
veh_263,0,0,0,1,0,0.0,0.0,1
veh_264,0,0,0,1,0,0.0,0.0,0
veh_265,0,0,0,1,0,0.0,0.0,1
veh_266,0,0,0,1,0,0.0,0.0,1
veh_267,0,0,0,1,0,0.0,0.0,0
veh_268,0,0,0,1,0,0.0,0.0,0
veh_269,0,0,0,1,0,0.0,0.0,0
veh_270,0,0,0,1,0,0.0,0.0,1
veh_271,0,0,0,1,0,0.0,0.0,1
veh_272,0,0,0,1,0,0.0,0.0,0
veh_273,0,0,0,1,0,0.0,0.0,1
veh_274,0,0,0,1,0,0.0,0.0,1
veh_275,0,0,0,1,0,0.0,0.0,1
veh_276,0,0,0,1,0,0.0,0.0,1
veh_277,0,0,0,1,0,0.0,0.0,0
veh_278,0,0,0,1,0,0.0,0.0,0
veh_279,0,0,0,1,0,0.0,0.0,1
veh_280,0,0,0,1,0,0.0,0.0,1
veh_281,0,0,0,1,0,0.0,0.0,1
veh_282,0,0,0,1,0,0.0,0.0,1
veh_283,0,0,0,1,0,0.0,0.0,1
veh_284,0,0,0,1,0,0.0,0.0,1
veh_285,0,0,0,1,0,0.0,0.0,1
veh_286,0,0,0,1,0,0.0,0.0,0
veh_287,0,0,0,1,0,0.0,0.0,1
veh_288,0,0,0,1,0,0.0,0.0,1
veh_289,0,0,0,1,0,0.0,0.0,0
veh_290,0,0,0,1,0,0.0,0.0,1
veh_291,0,0,0,1,0,0.0,0.0,1
veh_292,0,0,0,1,0,0.0,0.0,0
veh_293,0,0,0,1,0,0.0,0.0,1
veh_294,0,0,0,1,0,0.0,0.0,1
veh_295,0,0,0,1,0,0.0,0.0,1
veh_296,0,0,0,1,0,0.0,0.0,1
veh_297,0,0,0,1,0,0.0,0.0,0
veh_298,0,0,0,1,0,0.0,0.0,1
veh_299,0,0,0,1,0,0.0,0.0,1
veh_300,0,0,0,1,0,0.0,0.0,0
veh_301,0,0,0,1,0,0.0,0.0,1
veh_302,0,0,0,1,0,0.0,0.0,1
veh_303,0,0,0,1,0,0.0,0.0,0
veh_304,0,0,0,1,0,0.0,0.0,1
veh_305,0,0,0,1,0,0.0,0.0,1
veh_306,0,0,0,1,0,0.0,0.0,1
veh_307,0,0,0,1,0,0.0,0.0,0
veh_308,0,0,0,1,0,0.0,0.0,1
veh_309,0,0,0,1,0,0.0,0.0,1
veh_310,0,0,0,1,0,0.0,0.0,1
veh_311,0,0,0,1,0,0.0,0.0,1
veh_312,0,0,0,1,0,0.0,0.0,0
veh_313,0,0,0,1,0,0.0,0.0,1
veh_314,0,0,0,1,0,0.0,0.0,0
veh_315,0,0,0,1,0,0.0,0.0,0
veh_316,0,0,0,1,0,0.0,0.0,1
veh_317,0,0,0,1,0,0.0,0.0,1
veh_318,0,0,0,1,0,0.0,0.0,1
veh_319,0,0,0,1,0,0.0,0.0,1
veh_320,0,0,0,1,0,0.0,0.0,0
veh_321,0,0,0,1,0,0.0,0.0,1
veh_322,0,0,0,1,0,0.0,0.0,0
veh_323,0,0,0,1,0,0.0,0.0,1
veh_324,0,0,0,1,0,0.0,0.0,0
veh_325,0,0,0,1,0,0.0,0.0,1
veh_326,0,0,0,1,0,0.0,0.0,1
veh_327,0,0,0,1,0,0.0,0.0,1
veh_328,0,0,0,1,0,0.0,0.0,1
veh_329,0,0,0,1,0,0.0,0.0,1
veh_330,0,0,0,1,0,0.0,0.0,1
veh_331,0,0,0,1,0,0.0,0.0,1
veh_332,0,0,0,1,0,0.0,0.0,0
veh_333,0,0,0,1,0,0.0,0.0,1
veh_334,0,0,0,1,0,0.0,0.0,1
veh_335,0,0,0,1,0,0.0,0.0,1
veh_336,0,0,0,1,0,0.0,0.0,1
veh_337,0,0,0,1,0,0.0,0.0,1
veh_338,0,0,0,1,0,0.0,0.0,1
veh_339,0,0,0,1,0,0.0,0.0,1
veh_340,0,0,0,1,0,0.0,0.0,0
veh_341,0,0,0,1,0,0.0,0.0,0
veh_342,0,0,0,1,0,0.0,0.0,0
veh_343,0,0,0,1,0,0.0,0.0,1
veh_344,0,0,0,1,0,0.0,0.0,1
veh_345,0,0,0,1,0,0.0,0.0,1
veh_346,0,0,0,1,0,0.0,0.0,1
veh_347,0,0,0,1,0,0.0,0.0,1
veh_348,0,0,0,1,0,0.0,0.0,1
veh_349,0,0,0,1,0,0.0,0.0,1
veh_350,0,0,0,1,0,0.0,0.0,1
veh_351,0,0,0,1,0,0.0,0.0,1
veh_352,0,0,0,1,0,0.0,0.0,1
veh_353,0,0,0,1,0,0.0,0.0,0
veh_354,0,0,0,1,0,0.0,0.0,1
veh_355,0,0,0,1,0,0.0,0.0,1
veh_356,0,0,0,1,0,0.0,0.0,0
veh_357,0,0,0,1,0,0.0,0.0,1
veh_358,0,0,0,1,0,0.0,0.0,0
veh_359,0,0,0,1,0,0.0,0.0,1
veh_360,0,0,0,1,0,0.0,0.0,1
veh_361,0,0,0,1,0,0.0,0.0,1
veh_362,0,0,0,1,0,0.0,0.0,1
veh_363,0,0,0,1,0,0.0,0.0,1
veh_364,0,0,0,1,0,0.0,0.0,1
veh_365,0,0,0,1,0,0.0,0.0,1
veh_366,0,0,0,1,0,0.0,0.0,1
veh_367,0,0,0,1,0,0.0,0.0,1
veh_368,0,0,0,1,0,0.0,0.0,0
veh_369,0,0,0,1,0,0.0,0.0,1
veh_370,0,0,0,1,0,0.0,0.0,1
veh_371,0,0,0,1,0,0.0,0.0,1
veh_372,0,0,0,1,0,0.0,0.0,1
veh_373,0,0,0,1,0,0.0,0.0,1
veh_374,0,0,0,1,0,0.0,0.0,1
veh_375,0,0,0,1,0,0.0,0.0,1
veh_376,0,0,0,1,0,0.0,0.0,0
veh_377,0,0,0,1,0,0.0,0.0,0
veh_378,0,0,0,1,0,0.0,0.0,1
veh_379,0,0,0,1,0,0.0,0.0,0
veh_380,0,0,0,1,0,0.0,0.0,1
veh_381,0,0,0,1,0,0.0,0.0,1
veh_382,0,0,0,1,0,0.0,0.0,1
veh_383,0,0,0,1,0,0.0,0.0,1
veh_384,0,0,0,1,0,0.0,0.0,1
veh_385,0,0,0,1,0,0.0,0.0,1
veh_386,0,0,0,1,0,0.0,0.0,0
veh_387,0,0,0,1,0,0.0,0.0,1
veh_388,0,0,0,1,0,0.0,0.0,1
veh_389,0,0,0,1,0,0.0,0.0,1
veh_390,0,0,0,1,0,0.0,0.0,1
veh_391,0,0,0,1,0,0.0,0.0,1
veh_392,0,0,0,1,0,0.0,0.0,1
veh_393,0,0,0,1,0,0.0,0.0,0
veh_394,0,0,0,1,0,0.0,0.0,0
veh_395,0,0,0,1,0,0.0,0.0,1
veh_396,0,0,0,1,0,0.0,0.0,1
veh_397,0,0,0,1,0,0.0,0.0,1
veh_398,0,0,0,1,0,0.0,0.0,1
veh_399,0,0,0,1,0,0.0,0.0,1
veh_400,0,0,0,1,0,0.0,0.0,0
veh_401,0,0,0,1,0,0.0,0.0,0
veh_402,0,0,0,1,0,0.0,0.0,1
veh_403,0,0,0,1,0,0.0,0.0,1
veh_404,0,0,0,1,0,0.0,0.0,1
veh_405,0,0,0,1,0,0.0,0.0,1
veh_406,0,0,0,1,0,0.0,0.0,0
veh_407,0,0,0,1,0,0.0,0.0,1
veh_408,0,0,0,1,0,0.0,0.0,0
veh_409,0,0,0,1,0,0.0,0.0,1
veh_410,0,0,0,1,0,0.0,0.0,1
veh_411,0,0,0,1,0,0.0,0.0,1
veh_412,0,0,0,1,0,0.0,0.0,0
veh_413,0,0,0,1,0,0.0,0.0,0
veh_414,0,0,0,1,0,0.0,0.0,1
veh_415,0,0,0,1,0,0.0,0.0,0
veh_416,0,0,0,1,0,0.0,0.0,1
veh_417,0,0,0,1,0,0.0,0.0,1
veh_418,0,0,0,1,0,0.0,0.0,1
veh_419,0,0,0,1,0,0.0,0.0,0
veh_420,0,0,0,1,0,0.0,0.0,1
veh_421,0,0,0,1,0,0.0,0.0,1
veh_422,0,0,0,1,0,0.0,0.0,0
veh_423,0,0,0,1,0,0.0,0.0,1
veh_424,0,0,0,1,0,0.0,0.0,0
veh_425,0,0,0,1,0,0.0,0.0,1
veh_426,0,0,0,1,0,0.0,0.0,0
veh_427,0,0,0,1,0,0.0,0.0,1
veh_428,0,0,0,1,0,0.0,0.0,1
veh_429,0,0,0,1,0,0.0,0.0,1
veh_430,0,0,0,1,0,0.0,0.0,1
veh_431,0,0,0,1,0,0.0,0.0,1
veh_432,0,0,0,1,0,0.0,0.0,1
veh_433,0,0,0,1,0,0.0,0.0,1
veh_434,0,0,0,1,0,0.0,0.0,1
veh_435,0,0,0,1,0,0.0,0.0,1
veh_436,0,0,0,1,0,0.0,0.0,1
veh_437,0,0,0,1,0,0.0,0.0,1
veh_438,0,0,0,1,0,0.0,0.0,1
veh_439,0,0,0,1,0,0.0,0.0,1
veh_440,0,0,0,1,0,0.0,0.0,1
veh_441,0,0,0,1,0,0.0,0.0,1
veh_442,0,0,0,1,0,0.0,0.0,0
veh_443,0,0,0,1,0,0.0,0.0,1
veh_444,0,0,0,1,0,0.0,0.0,1
veh_445,0,0,0,1,0,0.0,0.0,0
veh_446,0,0,0,1,0,0.0,0.0,1
veh_447,0,0,0,1,0,0.0,0.0,1
veh_448,0,0,0,1,0,0.0,0.0,1
veh_449,0,0,0,1,0,0.0,0.0,0
veh_450,0,0,0,1,0,0.0,0.0,1
veh_451,0,0,0,1,0,0.0,0.0,1
veh_452,0,0,0,1,0,0.0,0.0,0
veh_453,0,0,0,1,0,0.0,0.0,1
veh_454,0,0,0,1,0,0.0,0.0,1
veh_455,0,0,0,1,0,0.0,0.0,1
veh_456,0,0,0,1,0,0.0,0.0,0
veh_457,0,0,0,1,0,0.0,0.0,1
veh_458,0,0,0,1,0,0.0,0.0,1
veh_459,0,0,0,1,0,0.0,0.0,1
veh_460,0,0,0,1,0,0.0,0.0,1
veh_461,0,0,0,1,0,0.0,0.0,1
veh_462,0,0,0,1,0,0.0,0.0,1
veh_463,0,0,0,1,0,0.0,0.0,0
veh_464,0,0,0,1,0,0.0,0.0,0
veh_465,0,0,0,1,0,0.0,0.0,0
veh_466,0,0,0,1,0,0.0,0.0,1
veh_467,0,0,0,1,0,0.0,0.0,1
veh_468,0,0,0,1,0,0.0,0.0,1
veh_469,0,0,0,1,0,0.0,0.0,0
veh_470,0,0,0,1,0,0.0,0.0,0
veh_471,0,0,0,1,0,0.0,0.0,1
veh_472,0,0,0,1,0,0.0,0.0,1
veh_473,0,0,0,1,0,0.0,0.0,1
veh_474,0,0,0,1,0,0.0,0.0,1
veh_475,0,0,0,1,0,0.0,0.0,1
veh_476,0,0,0,1,0,0.0,0.0,1
veh_477,0,0,0,1,0,0.0,0.0,1
veh_478,0,0,0,1,0,0.0,0.0,1
veh_479,0,0,0,1,0,0.0,0.0,1
veh_480,0,0,0,1,0,0.0,0.0,0
veh_481,0,0,0,1,0,0.0,0.0,1
veh_482,0,0,0,1,0,0.0,0.0,1
veh_483,0,0,0,1,0,0.0,0.0,0
veh_484,0,0,0,1,0,0.0,0.0,0
veh_485,0,0,0,1,0,0.0,0.0,1
veh_486,0,0,0,1,0,0.0,0.0,1
veh_487,0,0,0,1,0,0.0,0.0,1
veh_488,0,0,0,1,0,0.0,0.0,1
veh_489,0,0,0,1,0,0.0,0.0,1
veh_490,0,0,0,1,0,0.0,0.0,1
veh_491,0,0,0,1,0,0.0,0.0,1
veh_492,0,0,0,1,0,0.0,0.0,1
veh_493,0,0,0,1,0,0.0,0.0,1
veh_494,0,0,0,1,0,0.0,0.0,1
veh_495,0,0,0,1,0,0.0,0.0,1
veh_496,0,0,0,1,0,0.0,0.0,1
veh_497,0,0,0,1,0,0.0,0.0,1
veh_498,0,0,0,1,0,0.0,0.0,1
veh_499,0,0,0,1,0,0.0,0.0,1
veh_500,0,0,0,1,0,0.0,0.0,1
veh_501,0,0,0,1,0,0.0,0.0,1
veh_502,0,0,0,1,0,0.0,0.0,1
veh_503,0,0,0,1,0,0.0,0.0,1
veh_504,0,0,0,1,0,0.0,0.0,1
veh_505,0,0,0,1,0,0.0,0.0,1
veh_506,0,0,0,1,0,0.0,0.0,1
veh_507,0,0,0,1,0,0.0,0.0,1
veh_508,0,0,0,1,0,0.0,0.0,1
veh_509,0,0,0,1,0,0.0,0.0,1
veh_510,0,0,0,1,0,0.0,0.0,1
veh_511,0,0,0,1,0,0.0,0.0,0
veh_512,0,0,0,1,0,0.0,0.0,0
veh_513,0,0,0,1,0,0.0,0.0,1
veh_514,0,0,0,1,0,0.0,0.0,0
veh_515,0,0,0,1,0,0.0,0.0,1
veh_516,0,0,0,1,0,0.0,0.0,0
veh_517,0,0,0,1,0,0.0,0.0,1
veh_518,0,0,0,1,0,0.0,0.0,1
veh_519,0,0,0,1,0,0.0,0.0,1
veh_520,0,0,0,1,0,0.0,0.0,1
veh_521,0,0,0,1,0,0.0,0.0,0
veh_522,0,0,0,1,0,0.0,0.0,1
veh_523,0,0,0,1,0,0.0,0.0,1
veh_524,0,0,0,1,0,0.0,0.0,0
veh_525,0,0,0,1,0,0.0,0.0,0
veh_526,0,0,0,1,0,0.0,0.0,0
veh_527,0,0,0,1,0,0.0,0.0,1
veh_528,0,0,0,1,0,0.0,0.0,0
veh_529,0,0,0,1,0,0.0,0.0,1
veh_530,0,0,0,1,0,0.0,0.0,1
veh_531,0,0,0,1,0,0.0,0.0,1
veh_532,0,0,0,1,0,0.0,0.0,1
veh_533,0,0,0,1,0,0.0,0.0,1
veh_534,0,0,0,1,0,0.0,0.0,1
veh_535,0,0,0,1,0,0.0,0.0,1
veh_536,0,0,0,1,0,0.0,0.0,1
veh_537,0,0,0,1,0,0.0,0.0,1
veh_538,0,0,0,1,0,0.0,0.0,0
veh_539,0,0,0,1,0,0.0,0.0,1
veh_540,0,0,0,1,0,0.0,0.0,1
veh_541,0,0,0,1,0,0.0,0.0,1
veh_542,0,0,0,1,0,0.0,0.0,1
veh_543,0,0,0,1,0,0.0,0.0,1
veh_544,0,0,0,1,0,0.0,0.0,1
veh_545,0,0,0,1,0,0.0,0.0,1
veh_546,0,0,0,1,0,0.0,0.0,1
veh_547,0,0,0,1,0,0.0,0.0,0
veh_548,0,0,0,1,0,0.0,0.0,1
veh_549,0,0,0,1,0,0.0,0.0,1
veh_550,0,0,0,1,0,0.0,0.0,1
veh_551,0,0,0,1,0,0.0,0.0,1
veh_552,0,0,0,1,0,0.0,0.0,1
veh_553,0,0,0,1,0,0.0,0.0,0
veh_554,0,0,0,1,0,0.0,0.0,1
